27,Qatari
13,Ecuatoriano
28,Senegales
19,Holandes
20,Ingles
21,Irani
15,Estado Unidense
17,Gales
3,Argentino
2,Saudita
24,Mexicano
25,Polaco
14,Espanol
10,Costarricense
1,Aleman
22,Japones
5,Belga
8,Canadiense
23,Marroqui
11,Croata
6,Brasilero
29,Serbio
30,Suizo
7,Camerunes
26,Portugues
18,Ghanes
32,Uruguayo
9,Surcoreano
16,Frances
4,Australiano
12,Danes
31,Tunecito
